No;Jenis BMN;Kode Barang;NUP;Nama Barang;;Merk;Kode1;Kode2;Kode3;ISBN1;ISBN2;ISBN3;Barcode1;Barcode2;Barcode3
2507;ASET TETAP LAINNYA;6010101001;433;Monografi;Aktif;Tarian Dua Wajah: Novel spiritual yang memadukan s;K 899.213 UTO t;;;ISBN 978-602-9193-86;#N/A;#N/A;<00048827><00048826>;#N/A;#N/A
7515;ASET TETAP LAINNYA;6010101001;5441;Monografi;Aktif;Tarian Dua Wajah: Novel spiritual yang memadukan s;K 899.213 UTO t;;;ISBN 978-602-9193-86;#N/A;#N/A;<00048827><00048826>;#N/A;#N/A
6791;ASET TETAP LAINNYA;6010101001;4717;Monografi;Aktif;99 Celoteh Kang Erick Yusuf (New Cover);K 899.214 02 YUS s;;;;#N/A;#N/A;<00048892><00048886>;#N/A;#N/A
8144;ASET TETAP LAINNYA;6010101001;6070;Monografi;Aktif;99 Celoteh Kang Erick Yusuf (New Cover);K 899.214 02 YUS s;;;;#N/A;#N/A;<00048892><00048886>;#N/A;#N/A
3003;ASET TETAP LAINNYA;6010101001;929;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3809;ASET TETAP LAINNYA;6010101001;1735;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3997;ASET TETAP LAINNYA;6010101001;1923;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4675;ASET TETAP LAINNYA;6010101001;2601;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5926;ASET TETAP LAINNYA;6010101001;3852;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6276;ASET TETAP LAINNYA;6010101001;4202;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6801;ASET TETAP LAINNYA;6010101001;4727;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7123;ASET TETAP LAINNYA;6010101001;5049;Monografi;Aktif;8 Judul buku;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6523;ASET TETAP LAINNYA;6010101001;4449;Monografi;Aktif;Kajian Gender Dalam Konteks Pascakolonial Pengaran;K 899.221 02 BAN k;;;9,78603E+12;#N/A;#N/A;<00057524>;#N/A;#N/A
8284;ASET TETAP LAINNYA;6010101001;6210;Monografi;Aktif;Adedamar Wahyu: Pustaka Puisi Falsafah Budaya Jawa;K 899.231 1 SAN a;;;ISBN 978-602-1048-41;#N/A;#N/A;<00048538><00048537><00050514><00050487>;#N/A;#N/A
8729;ASET TETAP LAINNYA;6010101001;6655;Monografi;Aktif;Adedamar Wahyu: Pustaka Puisi Falsafah Budaya Jawa;K 899.231 1 SAN a;;;ISBN 978-602-1048-41;#N/A;#N/A;<00048538><00048537><00050514><00050487>;#N/A;#N/A
7317;ASET TETAP LAINNYA;6010101001;5243;Monografi;Aktif;The Routledge Handbook of Forensic Linguistics (Ro;R 363.62 COU r;;;978-0-415-46309-6;#N/A;#N/A;<00059198>;#N/A;#N/A
2209;ASET TETAP LAINNYA;6010101001;135;Monografi;Aktif;Cognitive Lexicography: A New Approach to Lexicogr;R 413.028 OST c;;;978-3-11-042744-8;#N/A;#N/A;<00060170>;#N/A;#N/A
6571;ASET TETAP LAINNYA;6010101001;4497;Monografi;Aktif;Women and Dictionary-Making: Gender, Genre, and En;R 413.028 RUS w;;;9,78111E+12;#N/A;#N/A;<00057620>;#N/A;#N/A
3312;ASET TETAP LAINNYA;6010101001;1238;Monografi;Aktif;Oxford Idioms Dictionary for learners of English;R 421.028 OXF o;;;ISBN 978-0-19-431723;#N/A;#N/A;<00048363><00048362>;#N/A;#N/A
2249;ASET TETAP LAINNYA;6010101001;175;Monografi;Aktif;A Guide To Literacy Coaching: Helping Teacher Incr;U 371.102 JAY g;;;978-1-4129-5155-5;#N/A;#N/A;<00064400>;#N/A;#N/A
5232;ASET TETAP LAINNYA;6010101001;3158;Monografi;Aktif;A Hermeneutics of Religius Education;U 121.68 ALD h;;;ISBN 978-1-3500-3000;#N/A;#N/A;<00049982>;#N/A;#N/A
3919;ASET TETAP LAINNYA;6010101001;1845;Monografi;Aktif;Oxford Idioms Dictionary for learners of English;R 421.028 OXF o;;;ISBN 978-0-19-431723;#N/A;#N/A;<00048363><00048362>;#N/A;#N/A
7814;ASET TETAP LAINNYA;6010101001;5740;Monografi;Aktif;Oxford Dictionary,1996;R 422.03 OXF o;;;978-0-19-861112-7;#N/A;#N/A;<00032441>;#N/A;#N/A
2492;ASET TETAP LAINNYA;6010101001;418;Monografi;Aktif;Longman Dictionary of Contemporary English for Adv;R 423 LON l;;;0582018714;#N/A;#N/A;<00032490><00032491><00047735>;#N/A;#N/A
8235;ASET TETAP LAINNYA;6010101001;6161;Monografi;Aktif;A Tutorial For Making Military Dioramas And Models;U 355.007 11 JAC t;;;978-154-707-528-7;#N/A;#N/A;<00064379>;#N/A;#N/A
3855;ASET TETAP LAINNYA;6010101001;1781;Monografi;Aktif;A Writer's Reference with Writing about Literature;U 808.066 HAC w;;;ISBN 978-1-319-08353;#N/A;#N/A;<00050287>;#N/A;#N/A
4602;ASET TETAP LAINNYA;6010101001;2528;Monografi;Aktif;Oxford Students Dictionary New;R 423 OXF o;;;978-0-19-4799003;#N/A;#N/A;<00039799><00039800>;#N/A;#N/A
6245;ASET TETAP LAINNYA;6010101001;4171;Monografi;Aktif;Oxford Essential Russian Dictionary;R 491.703 PYC o;;;ISBN 978-0-19-957643;#N/A;#N/A;<00048360><00048361>;#N/A;#N/A
8513;ASET TETAP LAINNYA;6010101001;6439;Monografi;Aktif;Oxford Essential Russian Dictionary;R 491.703 PYC o;;;ISBN 978-0-19-957643;#N/A;#N/A;<00048360><00048361>;#N/A;#N/A
4967;ASET TETAP LAINNYA;6010101001;2893;Monografi;Aktif;A Dictionary of Basic Japanese Grammar;R 495.650 3 SEI d;;;ISBN 4-7890-0454-6;#N/A;#N/A;<00048349><00048348>;#N/A;#N/A
2122;ASET TETAP LAINNYA;6010101001;48;Monografi;Aktif;Aditama,2007;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7108;ASET TETAP LAINNYA;6010101001;5034;Monografi;Aktif;Aditama,2007;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8364;ASET TETAP LAINNYA;6010101001;6290;Monografi;Aktif;A Dictionary of Basic Japanese Grammar;R 495.650 3 SEI d;;;ISBN 4-7890-0454-6;#N/A;#N/A;<00048349><00048348>;#N/A;#N/A
7483;ASET TETAP LAINNYA;6010101001;5409;Monografi;Aktif;Language & History;S 400.9 LAN  1;U 417.7 LAN l;;0-85883-398-0;0-415-31762-2;#N/A;<00037156><00048062>;<00001364>;#N/A
3709;ASET TETAP LAINNYA;6010101001;1635;Monografi;Aktif;Aplikasi Teori Hermeneutika;U 121.68 HID a;;;978-602-76360-6-4;#N/A;#N/A;<00043072><00043073>;#N/A;#N/A
5734;ASET TETAP LAINNYA;6010101001;3660;Monografi;Aktif;Aplikasi Teori Hermeneutika;U 121.68 HID a;;;978-602-76360-6-4;#N/A;#N/A;<00043072><00043073>;#N/A;#N/A
3321;ASET TETAP LAINNYA;6010101001;1247;Monografi;Aktif;Agama, Nilai & Penghayatan Puncak;U 155 MAS a;;;;#N/A;#N/A;<00050005><00049980>;#N/A;#N/A
4335;ASET TETAP LAINNYA;6010101001;2261;Monografi;Aktif;Agama, Nilai & Penghayatan Puncak;U 155 MAS a;;;;#N/A;#N/A;<00050005><00049980>;#N/A;#N/A
2342;ASET TETAP LAINNYA;6010101001;268;Monografi;Aktif;Age Publisher,2004;U 428.07 DON t;;;;#N/A;#N/A;<00006901>;#N/A;#N/A
3884;ASET TETAP LAINNYA;6010101001;1810;Monografi;Aktif;Air Akar;K 899.214 AIR a;;;ISBN 978-602  -289-1;#N/A;#N/A;<00048536><00048539>;#N/A;#N/A
5415;ASET TETAP LAINNYA;6010101001;3341;Monografi;Aktif;Air Akar;K 899.214 AIR a;;;ISBN 978-602  -289-1;#N/A;#N/A;<00048536><00048539>;#N/A;#N/A
5759;ASET TETAP LAINNYA;6010101001;3685;Monografi;Aktif;Airlangga. Pengarang: Sanoesi Pane Penerbit: Balai;K 899.212 PAN a;;;979-407-326-1;#N/A;#N/A;<00034331><00057199><00057200>;#N/A;#N/A
6493;ASET TETAP LAINNYA;6010101001;4419;Monografi;Aktif;Airlangga. Pengarang: Sanoesi Pane Penerbit: Balai;K 899.212 PAN a;;;979-407-326-1;#N/A;#N/A;<00034331><00057199><00057200>;#N/A;#N/A
7492;ASET TETAP LAINNYA;6010101001;5418;Monografi;Aktif;Airlangga. Pengarang: Sanoesi Pane Penerbit: Balai;K 899.212 PAN a;;;979-407-326-1;#N/A;#N/A;<00034331><00057199><00057200>;#N/A;#N/A
7588;ASET TETAP LAINNYA;6010101001;5514;Monografi;Aktif;Airlangga. Pengarang: Sanoesi Pane Penerbit: Balai;K 899.212 PAN a;;;979-407-326-1;#N/A;#N/A;<00034331><00057199><00057200>;#N/A;#N/A
8152;ASET TETAP LAINNYA;6010101001;6078;Monografi;Aktif;Airlangga. Pengarang: Sanoesi Pane Penerbit: Balai;K 899.212 PAN a;;;979-407-326-1;#N/A;#N/A;<00034331><00057199><00057200>;#N/A;#N/A
2525;ASET TETAP LAINNYA;6010101001;451;Monografi;Aktif;Aku dan Orang Sakuddei: Menjaga  Jiwa di Rimba Men;U 959.810 72 SCH a;;;ISBN 978-979-709-850;#N/A;#N/A;<00048963><00048964>;#N/A;#N/A
3176;ASET TETAP LAINNYA;6010101001;1102;Monografi;Aktif;Aku dan Orang Sakuddei: Menjaga  Jiwa di Rimba Men;U 959.810 72 SCH a;;;ISBN 978-979-709-850;#N/A;#N/A;<00048963><00048964>;#N/A;#N/A
3174;ASET TETAP LAINNYA;6010101001;1100;Monografi;Aktif;Al-Umm #1;R 928.9 ASY a ;R 928.9 SYA a;;#N/A;ISBN 978 â€“ 602 â€“ 082;#N/A;#N/A;<00048878><00048884>;#N/A
3249;ASET TETAP LAINNYA;6010101001;1175;Monografi;Aktif;Al-Umm #1;R 928.9 ASY a ;R 928.9 SYA a;;#N/A;ISBN 978 â€“ 602 â€“ 082;#N/A;#N/A;<00048878><00048884>;#N/A
8225;ASET TETAP LAINNYA;6010101001;6151;Monografi;Aktif;Alang;PB 728.909 598 65 HUS a;;;978-602-53818-7-4;#N/A;#N/A;<00056301><00056302>;#N/A;#N/A
8507;ASET TETAP LAINNYA;6010101001;6433;Monografi;Aktif;Alang;PB 728.909 598 65 HUS a;;;978-602-53818-7-4;#N/A;#N/A;<00056301><00056302>;#N/A;#N/A
8960;ASET TETAP LAINNYA;6020101001;1;Alat Musik Tradisional/Daerah;Aktif;Alat musik tradisional (gendang, seruling, kempul, Bar Chime with stand tripod);U 789.13 959.55 ALA a;;;;;;;;
3139;ASET TETAP LAINNYA;6010101001;1065;Monografi;Aktif;Alternative Approaches to 2;U 404.207 ALT a;;;978-0-415-54924-0;#N/A;#N/A;<00017529><00017530>;#N/A;#N/A
4682;ASET TETAP LAINNYA;6010101001;2608;Monografi;Aktif;Alternative Approaches to 2;U 404.207 ALT a;;;978-0-415-54924-0;#N/A;#N/A;<00017529><00017530>;#N/A;#N/A
2537;ASET TETAP LAINNYA;6010101001;463;Monografi;Aktif;am Dalam Masyarakat Komunal: Kajian Atas   Konsep;U 340.115 KLE h;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8807;ASET TETAP LAINNYA;6010101001;6733;Monografi;Aktif;am Dalam Masyarakat Komunal: Kajian Atas   Konsep;U 340.115 KLE h;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2186;ASET TETAP LAINNYA;6010101001;112;Monografi;Aktif;Amba (Cover Baru);K 899.221 3 PAM a;;;978-602-03-5021-9;#N/A;#N/A;<00064440><00064430>;#N/A;#N/A
3590;ASET TETAP LAINNYA;6010101001;1516;Monografi;Aktif;Amba (Cover Baru);K 899.221 3 PAM a;;;978-602-03-5021-9;#N/A;#N/A;<00064440><00064430>;#N/A;#N/A
2610;ASET TETAP LAINNYA;6010101001;536;Monografi;Aktif;"American English; Authentic English Conversations";U 427.97 MAR a;;;0-19-500960-6;#N/A;#N/A;<00004108>;#N/A;#N/A
8662;ASET TETAP LAINNYA;6010101001;6588;Monografi;Aktif;"American English; Authentic English Conversations";U 427.97 MAR a;;;0-19-500960-6;#N/A;#N/A;<00004108>;#N/A;#N/A
7806;ASET TETAP LAINNYA;6010101001;5732;Monografi;Aktif;American English: Dialects And Variation, Third Ed;U 820.7 WOL a;;;ISBN 978-1-118-39022;#N/A;#N/A;<00050320>;#N/A;#N/A
8528;ASET TETAP LAINNYA;6010101001;6454;Monografi;Aktif;An Introduction to Applied Linguistics;U 410 INT i;;;ISBN   978-0-340-984;#N/A;#N/A;<00050321>;#N/A;#N/A
4940;ASET TETAP LAINNYA;6010101001;2866;Monografi;Aktif;Nilai Agama Dan Budaya Dalam Perspektif Intertekst;U 201.6 PRA n;;;978-602-5586-34-7;#N/A;#N/A;<00063890><00063874>;#N/A;#N/A
7851;ASET TETAP LAINNYA;6010101001;5777;Monografi;Aktif;Nilai Agama Dan Budaya Dalam Perspektif Intertekst;U 201.6 PRA n;;;978-602-5586-34-7;#N/A;#N/A;<00063890><00063874>;#N/A;#N/A
5059;ASET TETAP LAINNYA;6010101001;2985;Monografi;Aktif;Why do you ask?, 2008;U 302.2 WHY w;;;978-019-530-689-7;#N/A;#N/A;<00018123 00018124>;#N/A;#N/A
3395;ASET TETAP LAINNYA;6010101001;1321;Monografi;Aktif;An Introduction To Language;U 410 HAZ i ;U 410 FRO i ;U 400 FRO i ;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4474;ASET TETAP LAINNYA;6010101001;2400;Monografi;Aktif;An Introduction to Sociolinguistics;U 306.44 WAR i;;;ISBN 978-1-118-73229;#N/A;#N/A;<00048769><00048757>;#N/A;#N/A
5667;ASET TETAP LAINNYA;6010101001;3593;Monografi;Aktif;An Introduction to Sociolinguistics;U 306.44 WAR i;;;ISBN 978-1-118-73229;#N/A;#N/A;<00048769><00048757>;#N/A;#N/A
4339;ASET TETAP LAINNYA;6010101001;2265;Monografi;Aktif;An Introduction to Sociolinguistics (Blackwell Tex;U 306.44 WAR i;U 306.44 HOL i;;ISBN 978-1-118-73229;0-582-32861-6;#N/A;<00048769><00048757>;<00013858><00013859>;#N/A
4803;ASET TETAP LAINNYA;6010101001;2729;Monografi;Aktif;An Introduction to Syntactic Analysis and Theory P;U 415 SPO i;;;978-1-4051-0016-8;#N/A;#N/A;<00057505>;#N/A;#N/A
7465;ASET TETAP LAINNYA;6010101001;5391;Monografi;Aktif;An Introduction to Syntactic Analysis and Theory P;U 415 SPO i;;;978-1-4051-0016-8;#N/A;#N/A;<00057505>;#N/A;#N/A
8130;ASET TETAP LAINNYA;6010101001;6056;Monografi;Aktif;An Introduction to Syntactic Analysis and Theory P;U 415 SPO i;;;978-1-4051-0016-8;#N/A;#N/A;<00057505>;#N/A;#N/A
4989;ASET TETAP LAINNYA;6010101001;2915;Monografi;Aktif;An Introduction to Syntactic Analysys and Theory;U 415 SPO i;;;978-1-4051-0016-8;#N/A;#N/A;<00057505>;#N/A;#N/A
5120;ASET TETAP LAINNYA;6010101001;3046;Monografi;Aktif;An Introduction to Syntactic Analysys and Theory;U 415 SPO i;;;978-1-4051-0016-8;#N/A;#N/A;<00057505>;#N/A;#N/A
4129;ASET TETAP LAINNYA;6010101001;2055;Monografi;Aktif;Anak ini mau Mengencingi Jakarta: Cerpen Pilihan;K 899.214 ANA a;;;978-602-412-068-9;#N/A;#N/A;;#N/A;#N/A
8460;ASET TETAP LAINNYA;6010101001;6386;Monografi;Aktif;Anak ini mau Mengencingi Jakarta: Cerpen Pilihan;K 899.214 ANA a;;;978-602-412-068-9;#N/A;#N/A;;#N/A;#N/A
3270;ASET TETAP LAINNYA;6010101001;1196;Monografi;Aktif;Anak Kolong di Kaki Gunung Slamet Pengarang: Yan L;K 899.221 301 LUB a;;;978-602-433-640-0;#N/A;#N/A;<00057627>;#N/A;#N/A
2554;ASET TETAP LAINNYA;6010101001;480;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
2736;ASET TETAP LAINNYA;6010101001;662;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
3733;ASET TETAP LAINNYA;6010101001;1659;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
4172;ASET TETAP LAINNYA;6010101001;2098;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
4399;ASET TETAP LAINNYA;6010101001;2325;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
4605;ASET TETAP LAINNYA;6010101001;2531;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
6048;ASET TETAP LAINNYA;6010101001;3974;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
6536;ASET TETAP LAINNYA;6010101001;4462;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
6985;ASET TETAP LAINNYA;6010101001;4911;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
7056;ASET TETAP LAINNYA;6010101001;4982;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
7436;ASET TETAP LAINNYA;6010101001;5362;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
7509;ASET TETAP LAINNYA;6010101001;5435;Monografi;Aktif;Anak Rantau (Edisi Cover Baru 2019);K 899.221 3 FUA a;;;978-602-6714-53-4;#N/A;#N/A;<00064210><00064234>;#N/A;#N/A
5556;ASET TETAP LAINNYA;6010101001;3482;Monografi;Aktif;Analisis Data Kualitatif : Buku Sumber Tentang Met;U 001. 42 MIL a;;;979-456-103-7;#N/A;#N/A;<00057514>;#N/A;#N/A
4906;ASET TETAP LAINNYA;6010101001;2832;Monografi;Aktif;Analisis Kalimat;U 499.211 5 PUT a;;;. ISBN 979-1073-34-1;#N/A;#N/A;<00053134><00053102><00051182>;#N/A;#N/A
5544;ASET TETAP LAINNYA;6010101001;3470;Monografi;Aktif;Analisis Kalimat;U 499.211 5 PUT a;;;. ISBN 979-1073-34-1;#N/A;#N/A;<00053134><00053102><00051182>;#N/A;#N/A
2779;ASET TETAP LAINNYA;6010101001;705;Monografi;Aktif;Analisis kesalahan Bhs,2009;U 499.218 SET a;;;978-979-1533-76-8;#N/A;#N/A;<00039384>;#N/A;#N/A
8876;ASET TETAP LAINNYA;6010101001;6802;Monografi;Aktif;Analisis kesalahan Bhs,2009;U 499.218 SET a;;;978-979-1533-76-8;#N/A;#N/A;<00039384>;#N/A;#N/A
8395;ASET TETAP LAINNYA;6010101001;6321;Monografi;Aktif;Why do you ask?, 2008;U 302.2 WHY w;;;978-019-530-689-7;#N/A;#N/A;<00018123 00018124>;#N/A;#N/A
4024;ASET TETAP LAINNYA;6010101001;1950;Monografi;Aktif;Teori Dasar Analisis Kebudayaan;U 306.4 WEB t;;;ISBN 978-602-7724-02;#N/A;#N/A;<00048326><00048325>;#N/A;#N/A
6830;ASET TETAP LAINNYA;6010101001;4756;Monografi;Aktif;Teori Dasar Analisis Kebudayaan;U 306.4 WEB t;;;ISBN 978-602-7724-02;#N/A;#N/A;<00048326><00048325>;#N/A;#N/A
2576;ASET TETAP LAINNYA;6010101001;502;Monografi;Aktif;Teori Pengkajian Sosiologi;U 306.44 END t;;;978-979-8418-77-8;#N/A;#N/A;<00034370><00061761>;#N/A;#N/A
3552;ASET TETAP LAINNYA;6010101001;1478;Monografi;Aktif;Teori Pengkajian Sosiologi;U 306.44 END t;;;978-979-8418-77-8;#N/A;#N/A;<00034370><00061761>;#N/A;#N/A
5554;ASET TETAP LAINNYA;6010101001;3480;Monografi;Aktif;Teori, Metode, & Aplikasi;U 306.44 KUR t;;;978-979-756-880-1;#N/A;#N/A;<00034388><00034389><00052891><00052873>;#N/A;#N/A
6786;ASET TETAP LAINNYA;6010101001;4712;Monografi;Aktif;Teori, Metode, & Aplikasi;U 306.44 KUR t;;;978-979-756-880-1;#N/A;#N/A;<00034388><00034389><00052891><00052873>;#N/A;#N/A
7430;ASET TETAP LAINNYA;6010101001;5356;Monografi;Aktif;Teori, Metode, Dan Aplikasi Sosiologi Sastra;U 306.44 KUR t;;;978-979-756-880-1;#N/A;#N/A;<00034388><00034389><00052891><00052873>;#N/A;#N/A
7569;ASET TETAP LAINNYA;6010101001;5495;Monografi;Aktif;Analysing Discourse;U 415 FAI a;;;0-415-25893-6;#N/A;#N/A;<00063995>;#N/A;#N/A
2590;ASET TETAP LAINNYA;6010101001;516;Monografi;Aktif;Analysing Narrative;U 808.51 FIN a;;;978-0-521-88716-8;#N/A;#N/A;<00043056><00043057>;#N/A;#N/A
7126;ASET TETAP LAINNYA;6010101001;5052;Monografi;Aktif;Analysing Narrative;U 808.51 FIN a;;;978-0-521-88716-8;#N/A;#N/A;<00043056><00043057>;#N/A;#N/A
5698;ASET TETAP LAINNYA;6010101001;3624;Monografi;Aktif;Analysing Police Interviews Laughter, Confessions;U 781.4 CAR a;;;978-0-567-12909-3;#N/A;#N/A;<00064278>;#N/A;#N/A
2758;ASET TETAP LAINNYA;6010101001;684;Monografi;Aktif;Analysing Power in Language;U 401.41 BAR a;;;ISBN 978-0-415-66630;#N/A;#N/A;<00048929><00048934>;#N/A;#N/A
3716;ASET TETAP LAINNYA;6010101001;1642;Monografi;Aktif;Analysing Power in Language;U 401.41 BAR a;;;ISBN 978-0-415-66630;#N/A;#N/A;<00048929><00048934>;#N/A;#N/A
6416;ASET TETAP LAINNYA;6010101001;4342;Monografi;Aktif;Analyzing Grammar. An Introduction;U 415 KRO a;;;0-521-01653-3;#N/A;#N/A;<00003399><00048338><00048337>;#N/A;#N/A
7180;ASET TETAP LAINNYA;6010101001;5106;Monografi;Aktif;Analyzing Grammar. An Introduction;U 415 KRO a;;;0-521-01653-3;#N/A;#N/A;<00003399><00048338><00048337>;#N/A;#N/A
8082;ASET TETAP LAINNYA;6010101001;6008;Monografi;Aktif;Teori, Metode, Dan Aplikasi Sosiologi Sastra;U 306.44 KUR t;;;978-979-756-880-1;#N/A;#N/A;<00034388><00034389><00052891><00052873>;#N/A;#N/A
2993;ASET TETAP LAINNYA;6010101001;919;Monografi;Aktif;A Framework For Cognitive Sociolinguistics;U 306.44 MOR f;;;ISBN 978-1-138-68198;#N/A;#N/A;<00050165>;#N/A;#N/A
5444;ASET TETAP LAINNYA;6010101001;3370;Monografi;Aktif;Research Methods In Sociolinguistics: A Practical;U 306.443 072 1 RES r;;;ISBN 978-0-470-67361;#N/A;#N/A;<00050196>;#N/A;#N/A
3329;ASET TETAP LAINNYA;6010101001;1255;Monografi;Aktif;Statistik: Teori & Aplikasi Edisi 8 Jilid 2;U 310.21 SUP s;;;978-602-298-566-2;#N/A;#N/A;<00063967><00063949>;#N/A;#N/A
4017;ASET TETAP LAINNYA;6010101001;1943;Monografi;Aktif;Statistik: Teori & Aplikasi Edisi 8 Jilid 2;U 310.21 SUP s;;;978-602-298-566-2;#N/A;#N/A;<00063967><00063949>;#N/A;#N/A
3850;ASET TETAP LAINNYA;6010101001;1776;Monografi;Aktif;An Introduction To Forensic Linguistics Language I;U 363.25 COU i;;;0-415-32023-2;#N/A;#N/A;<00014803><00049433><00049111>;#N/A;#N/A
3986;ASET TETAP LAINNYA;6010101001;1912;Monografi;Aktif;Andersen,London:PAO,2010;L 398.2 DON d;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4275;ASET TETAP LAINNYA;6010101001;2201;Monografi;Aktif;Andersen,London:PAO,2010;U 928 DAR h;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4947;ASET TETAP LAINNYA;6010101001;2873;Monografi;Aktif;Andrea Hirata,2007;K 899.213 HIR e;;;978-979-1227-02-5;#N/A;#N/A;<00009654><00009655>;#N/A;#N/A
6635;ASET TETAP LAINNYA;6010101001;4561;Monografi;Aktif;Andrea Hirata,2007;K 899.213 HIR e;;;978-979-1227-02-5;#N/A;#N/A;<00009654><00009655>;#N/A;#N/A
4578;ASET TETAP LAINNYA;6010101001;2504;Monografi;Aktif;Andrea Hirata,2008;K 899.213 HIR l;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6758;ASET TETAP LAINNYA;6010101001;4684;Monografi;Aktif;Andrea Hirata,2008;K 899.213 HIR s;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6894;ASET TETAP LAINNYA;6010101001;4820;Monografi;Aktif;Andrew Milner;U 808.308 3 MIL l;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3629;ASET TETAP LAINNYA;6010101001;1555;Monografi;Aktif;Ann Hewings,James P;U 428.007 1 ANA a;;;0-415-24116-2;#N/A;#N/A;<00006881>;#N/A;#N/A
8459;ASET TETAP LAINNYA;6010101001;6385;Monografi;Aktif;Ann Hewings,James P;U 428.007 1 ANA a;;;0-415-24116-2;#N/A;#N/A;<00006881>;#N/A;#N/A
6728;ASET TETAP LAINNYA;6010101001;4654;Monografi;Aktif;Anthology Of Short Stories;K 899.214 33 ROO a;;;ISBN 978-967-460-117;#N/A;#N/A;<00048688><00048682>;#N/A;#N/A
7135;ASET TETAP LAINNYA;6010101001;5061;Monografi;Aktif;Anthology Of Short Stories;K 899.214 33 ROO a;;;ISBN 978-967-460-117;#N/A;#N/A;<00048688><00048682>;#N/A;#N/A
2873;ASET TETAP LAINNYA;6010101001;799;Monografi;Aktif;Antologi Cerpen Indonesia-Malaysia;K 899.214 33 PRA a;;;;#N/A;#N/A;<00048685><00048672>;#N/A;#N/A
4986;ASET TETAP LAINNYA;6010101001;2912;Monografi;Aktif;Antologi Cerpen Indonesia-Malaysia;K 899.214 33 PRA a;;;;#N/A;#N/A;<00048685><00048672>;#N/A;#N/A
5341;ASET TETAP LAINNYA;6010101001;3267;Monografi;Aktif;Antologi Cerpen Indonesia-Malaysia-Singapura;K 899.214 33 ROO a;;;ISBN 978-967-460-117;#N/A;#N/A;<00048688><00048682>;#N/A;#N/A
5620;ASET TETAP LAINNYA;6010101001;3546;Monografi;Aktif;Antologi Cerpen Indonesia-Malaysia-Singapura;K 899.214 33 ROO a;;;ISBN 978-967-460-117;#N/A;#N/A;<00048688><00048682>;#N/A;#N/A
